M02_Session1_0230.wav|rock
M02_Session1_0072.wav|left
M02_Session1_0063.wav|car
M02_Session1_0065.wav|no
M02_Session1_0193.wav|though
M02_Session1_0201.wav|sigh
M02_Session1_0180.wav|steer
M02_Session1_0238.wav|The train approached the depot slowly.
M02_Session1_0186.wav|charlie
M02_Session1_0006.wav|grow
M02_Session1_0165.wav|suit
M02_Session1_0191.wav|tie
M02_Session1_0187.wav|wish
M02_Session1_0099.wav|dark
M02_Session1_0108.wav|hair
M02_Session1_0240.wav|explore
M02_Session1_0093.wav|dug
M02_Session1_0090.wav|warm
M02_Session1_0137.wav|Everything went real smooth, the sheriff said.
M02_Session1_0013.wav|input/images/kitchen.jpg
M02_Session1_0145.wav|droop
M02_Session1_0221.wav|back
M02_Session1_0048.wav|chair
M02_Session1_0172.wav|I can play this weekend.
M02_Session1_0231.wav|rock
M02_Session1_0100.wav|rake
M02_Session1_0114.wav|spark
M02_Session1_0008.wav|alpha
M02_Session1_0095.wav|meat
M02_Session1_0212.wav|four
M02_Session1_0044.wav|he dresses himself in an ancient black frock coat,
M02_Session1_0107.wav|rage
M02_Session1_0039.wav|sticks
M02_Session1_0113.wav|corn
M02_Session1_0102.wav|air
M02_Session1_0234.wav|troop
M02_Session1_0014.wav|dagger
M02_Session1_0064.wav|knee
M02_Session1_0079.wav|stick
M02_Session1_0045.wav|yes
M02_Session1_0078.wav|sip
M02_Session1_0027.wav|the
M02_Session1_0103.wav|I can read
M02_Session1_0023.wav|Well, he is nearly ninety-three years old;
M02_Session1_0214.wav|delta
M02_Session1_0040.wav|rate
M02_Session1_0129.wav|side
M02_Session1_0047.wav|store
M02_Session1_0056.wav|horn
M02_Session1_0094.wav|storm
M02_Session1_0029.wav|one
M02_Session1_0175.wav|write
M02_Session1_0150.wav|Are your grades higher or lower than Nancy's?
M02_Session1_0015.wav|rain
M02_Session1_0096.wav|swore
M02_Session1_0218.wav|prior
M02_Session1_0020.wav|Grandfather likes to be modern in his language.
M02_Session1_0016.wav|fair
M02_Session1_0030.wav|torn
M02_Session1_0220.wav|fear
M02_Session1_0036.wav|I can read
M02_Session1_0183.wav|Bright sunshine shimmers on the ocean.
M02_Session1_0160.wav|sprinkle
M02_Session1_0049.wav|swarm
M02_Session1_0168.wav|If you destroy confidence in banks, you do something to the economy, he said.
M02_Session1_0203.wav|She is thinner than I am.
M02_Session1_0143.wav|no
M02_Session1_0054.wav|trait
M02_Session1_0060.wav|slip
M02_Session1_0185.wav|He will allow a rare lie.
M02_Session1_0122.wav|trace
M02_Session1_0147.wav|sway
M02_Session1_0097.wav|up
M02_Session1_0131.wav|sigh
M02_Session1_0224.wav|fate
M02_Session1_0139.wav|write
M02_Session1_0059.wav|beta
M02_Session1_0140.wav|hate
M02_Session1_0123.wav|cycle
M02_Session1_0124.wav|error
M02_Session1_0088.wav|warm
M02_Session1_0046.wav|tear
M02_Session1_0149.wav|shoot
M02_Session1_0155.wav|knot
M02_Session1_0126.wav|I just try to do my best.
M02_Session1_0033.wav|share
M02_Session1_0228.wav|know
M02_Session1_0232.wav|Jane may earn more money by working hard.
M02_Session1_0159.wav|play
M02_Session1_0210.wav|You're used to being on the field.
M02_Session1_0156.wav|pot
M02_Session1_0135.wav|Why yell or worry over silly items?
M02_Session1_0184.wav|We gathered shells on the beach.
M02_Session1_0101.wav|race
M02_Session1_0194.wav|tear
M02_Session1_0197.wav|Nothing is as offensive as ignorance
M02_Session1_0110.wav|for
M02_Session1_0195.wav|floor
M02_Session1_0007.wav|feed
M02_Session1_0161.wav|mut
M02_Session1_0038.wav|feet
M02_Session1_0104.wav|air
M02_Session1_0070.wav|weed
M02_Session1_0177.wav|witch
M02_Session1_0158.wav|three
M02_Session1_0068.wav|floor
M02_Session1_0133.wav|here
M02_Session1_0148.wav|shout
M02_Session1_0233.wav|sigh
M02_Session1_0136.wav|hear
M02_Session1_0118.wav|but he always answers, "Banana oil!"
M02_Session1_0076.wav|right
M02_Session1_0117.wav|The quick brown fox jumps over the lazy dog.
M02_Session1_0041.wav|knew
M02_Session1_0071.wav|We have often urged him to walk more and smoke less,
M02_Session1_0128.wav|menu
M02_Session1_0105.wav|jacket
M02_Session1_0146.wav|slip
M02_Session1_0141.wav|This was easy for us.
M02_Session1_0130.wav|I tried to tell people in the community.
M02_Session1_0081.wav|storm
M02_Session1_0077.wav|range
M02_Session1_0051.wav|bat
M02_Session1_0010.wav|farm
M02_Session1_0069.wav|train
M02_Session1_0142.wav|whoop
M02_Session1_0225.wav|bat
M02_Session1_0215.wav|I looked up and noticed two old men.
M02_Session1_0176.wav|Will Robin wear a yellow lily?
M02_Session1_0227.wav|much
M02_Session1_0190.wav|knew
M02_Session1_0062.wav|When he speaks, his voice is just a bit cracked and quivers a trifle.
M02_Session1_0127.wav|Both figures would go higher in later years.
M02_Session1_0125.wav|of
M02_Session1_0189.wav|light
M02_Session1_0166.wav|single
M02_Session1_0216.wav|slip
M02_Session1_0116.wav|feed
M02_Session1_0021.wav|bubble
M02_Session1_0192.wav|through
M02_Session1_0222.wav|One validated acts of school districts.
M02_Session1_0119.wav|two
M02_Session1_0200.wav|snoop
M02_Session1_0075.wav|knew
M02_Session1_0089.wav|rave
M02_Session1_0022.wav|bit
M02_Session1_0052.wav|input/images/story_starters_15.jpg
