M04_Session1_0072.wav|torn
M04_Session1_0006.wav|spark
M04_Session1_0108.wav|hair
M04_Session1_0093.wav|When when
M04_Session1_0090.wav|bit
M04_Session1_0013.wav|knew
M04_Session1_0048.wav|warm
M04_Session1_0100.wav|car
M04_Session1_0114.wav|bubble
M04_Session1_0050.wav|swore
M04_Session1_0095.wav|rain
M04_Session1_0005.wav|trouble
M04_Session1_0107.wav|two
M04_Session1_0039.wav|up
M04_Session1_0113.wav|glow
M04_Session1_0102.wav|slip
M04_Session1_0014.wav|knee
M04_Session1_0064.wav|he slowly takes a short walk in the open air each day.
M04_Session1_0079.wav|beat
M04_Session1_0045.wav|air
M04_Session1_0078.wav|air
M04_Session1_0027.wav|floor
M04_Session1_0103.wav|the
M04_Session1_0040.wav|Grandfather likes to be modern in his language.
M04_Session1_0047.wav|yet he still thinks as swiftly as ever.
M04_Session1_0056.wav|sip
M04_Session1_0029.wav|share
M04_Session1_0011.wav|form
M04_Session1_0015.wav|sip
M04_Session1_0096.wav|read
M04_Session1_0020.wav|Well, he is nearly ninety-three years old;
M04_Session1_0016.wav|meat
M04_Session1_0030.wav|range
M04_Session1_0036.wav|The quick brown fox jumps over the lazy dog.
M04_Session1_0049.wav|right
M04_Session1_0054.wav|I can read
M04_Session1_0060.wav|park
M04_Session1_0122.wav|tip
M04_Session1_0097.wav|swarm
M04_Session1_0059.wav|gadget
M04_Session1_0124.wav|no
M04_Session1_0046.wav|storm
M04_Session1_0126.wav|alpha
M04_Session1_0033.wav|rake
M04_Session1_0082.wav|A long, flowing beard clings to his chin,
M04_Session1_0101.wav|feet
M04_Session1_0110.wav|for
M04_Session1_0007.wav|weed
M04_Session1_0038.wav|one
M04_Session1_0104.wav|feed
M04_Session1_0070.wav|dug
M04_Session1_0068.wav|double
M04_Session1_0118.wav|yes
M04_Session1_0076.wav|Don't ask me to carry an oily rag like that.
M04_Session1_0117.wav|warm
M04_Session1_0071.wav|bat
M04_Session1_0105.wav|usually min min
M04_Session1_0081.wav|farm
M04_Session1_0077.wav|but he always answers, "Banana oil!"
M04_Session1_0051.wav|knew
M04_Session1_0010.wav|store
M04_Session1_0069.wav|pat
M04_Session1_0062.wav|grow
M04_Session1_0127.wav|train
M04_Session1_0125.wav|ship
M04_Session1_0116.wav|storm
M04_Session1_0021.wav|goat
M04_Session1_0119.wav|race
M04_Session1_0075.wav|feed
M04_Session1_0089.wav|rage
M04_Session1_0022.wav|beat
M04_Session1_0052.wav|he dresses himself in an ancient black frock coat,
M04_Session1_0080.wav|down
M04_Session1_0098.wav|sheet
M04_Session1_0109.wav|horn
M04_Session1_0031.wav|trace
M04_Session1_0085.wav|know
M04_Session1_0057.wav|sticks
M04_Session1_0106.wav|usually minus several buttons;
M04_Session1_0061.wav|chair
M04_Session1_0053.wav|I can read
M04_Session1_0083.wav|jagged
M04_Session1_0042.wav|chair
M04_Session1_0084.wav|You wished to know all about my grandfather.
M04_Session1_0028.wav|trait
M04_Session1_0087.wav|raid
M04_Session1_0091.wav|feet
M04_Session1_0037.wav|dagger
M04_Session1_0073.wav|dark
M04_Session1_0055.wav|read
M04_Session1_0074.wav|left
M04_Session1_0035.wav|tear
M04_Session1_0018.wav|trade
M04_Session1_0092.wav|lead
M04_Session1_0026.wav|bug
