wavs/F01_F01_Session1_0072.wav|sheet
wavs/F01_F01_Session1_0063.wav|farm
wavs/F01_F01_Session1_0065.wav|fee
wavs/F01_F01_Session1_0006.wav|stick
wavs/F01_F01_Session1_0099.wav|stubble
wavs/F01_F01_Session1_0108.wav|jacket
wavs/F01_F01_Session1_0093.wav|A long, flowing beard clings to his chin,
wavs/F01_F01_Session1_0090.wav|trouble
wavs/F01_F01_Session1_0013.wav|know
wavs/F01_F01_Session1_0048.wav|fair
wavs/F01_F01_Session1_0100.wav|floor
wavs/F01_F01_Session1_0114.wav|Well, he is nearly ninety three years old
wavs/F01_F01_Session1_0008.wav|Except in the winter when the ooze or snow or ice prevents,
wavs/F01_F01_Session1_0050.wav|beta
wavs/F01_F01_Session1_0095.wav|glow
wavs/F01_F01_Session1_0044.wav|grow
wavs/F01_F01_Session1_0107.wav|read
wavs/F01_F01_Session1_0039.wav|swore
wavs/F01_F01_Session1_0113.wav|knew
wavs/F01_F01_Session1_0102.wav|bug
wavs/F01_F01_Session1_0014.wav|he slowly takes a short walk in the open air each day.
wavs/F01_F01_Session1_0064.wav|raid
wavs/F01_F01_Session1_0079.wav|air
wavs/F01_F01_Session1_0045.wav|bit
wavs/F01_F01_Session1_0078.wav|input/images/kitchen.jpg
wavs/F01_F01_Session1_0027.wav|but he always answers, Banana oil!
wavs/F01_F01_Session1_0103.wav|lead
wavs/F01_F01_Session1_0040.wav|rave
wavs/F01_F01_Session1_0129.wav|storm
wavs/F01_F01_Session1_0047.wav|one
wavs/F01_F01_Session1_0094.wav|slip
wavs/F01_F01_Session1_0029.wav|beat
wavs/F01_F01_Session1_0011.wav|meat
wavs/F01_F01_Session1_0015.wav|air
wavs/F01_F01_Session1_0020.wav|Usually minus several buttons.
wavs/F01_F01_Session1_0016.wav|swarm
wavs/F01_F01_Session1_0030.wav|The quick brown fox jumps over the lazy dog.
wavs/F01_F01_Session1_0036.wav|We have often urged him to walk more and smoke less,
wavs/F01_F01_Session1_0049.wav|two
wavs/F01_F01_Session1_0054.wav|beat
wavs/F01_F01_Session1_0060.wav|form
wavs/F01_F01_Session1_0122.wav|tip
wavs/F01_F01_Session1_0097.wav|trade
wavs/F01_F01_Session1_0131.wav|torn
wavs/F01_F01_Session1_0059.wav|the
wavs/F01_F01_Session1_0123.wav|down
wavs/F01_F01_Session1_0124.wav|gadget
wavs/F01_F01_Session1_0088.wav|left
wavs/F01_F01_Session1_0046.wav|chair
wavs/F01_F01_Session1_0126.wav|he dresses himself in an ancient black frock coat,
wavs/F01_F01_Session1_0033.wav|car
wavs/F01_F01_Session1_0082.wav|rate
wavs/F01_F01_Session1_0101.wav|bug
wavs/F01_F01_Session1_0110.wav|warm
