F04_Session1_0072.wav|bug
F04_Session1_0063.wav|giving those who observe him a pronounced feeling of the utmost respect.
F04_Session1_0065.wav|The quick brown fox jumps over the lazy dog.
F04_Session1_0193.wav|knot
F04_Session1_0180.wav|Bright sunshine shimmers on the ocean.
F04_Session1_0186.wav|hate
F04_Session1_0006.wav|yet he still thinks as swiftly as ever.
F04_Session1_0165.wav|no
F04_Session1_0191.wav|Why yell or worry over silly items?
F04_Session1_0187.wav|whoop
F04_Session1_0099.wav|share
F04_Session1_0108.wav|lead
F04_Session1_0093.wav|trade
F04_Session1_0090.wav|rave
F04_Session1_0137.wav|here
F04_Session1_0013.wav|trait
F04_Session1_0145.wav|slip
F04_Session1_0048.wav|knee
F04_Session1_0172.wav|suit
F04_Session1_0100.wav|When he speaks, his voice is just a bit cracked and quivers a trifle.
F04_Session1_0114.wav|one
F04_Session1_0008.wav|knew
F04_Session1_0095.wav|bubble
F04_Session1_0044.wav|air
F04_Session1_0005.wav|fee
F04_Session1_0107.wav|stick
F04_Session1_0039.wav|grow
F04_Session1_0113.wav|slip
F04_Session1_0102.wav|feed
F04_Session1_0014.wav|stubble
F04_Session1_0064.wav|fair
F04_Session1_0079.wav|read
F04_Session1_0045.wav|rake
F04_Session1_0078.wav|rate
F04_Session1_0027.wav|usually minus several buttons;
F04_Session1_0103.wav|sip
F04_Session1_0023.wav|hair
F04_Session1_0040.wav|two
F04_Session1_0129.wav|pile
F04_Session1_0047.wav|glow
F04_Session1_0056.wav|bit
F04_Session1_0094.wav|alpha
F04_Session1_0029.wav|knew
F04_Session1_0175.wav|forward
F04_Session1_0150.wav|Where were you while we were away?
F04_Session1_0011.wav|torn
F04_Session1_0015.wav|You wished to know all about my grandfather.
F04_Session1_0096.wav|ship
F04_Session1_0020.wav|trace
F04_Session1_0016.wav|chair
F04_Session1_0030.wav|chair
F04_Session1_0036.wav|dug
F04_Session1_0183.wav|light
F04_Session1_0160.wav|bat
F04_Session1_0168.wav|steer
F04_Session1_0143.wav|slip
F04_Session1_0054.wav|goat
F04_Session1_0060.wav|raid
F04_Session1_0185.wav|much
F04_Session1_0122.wav|dagger
F04_Session1_0147.wav|Mother sews yellow gingham aprons.
F04_Session1_0097.wav|form
F04_Session1_0131.wav|You'd be better off taking a cold shower.
F04_Session1_0059.wav|race
F04_Session1_0140.wav|ate
F04_Session1_0123.wav|meat
F04_Session1_0124.wav|farm
F04_Session1_0046.wav|Well, he is nearly ninety-three years old;
F04_Session1_0149.wav|bad
F04_Session1_0155.wav|near
F04_Session1_0126.wav|up
F04_Session1_0033.wav|spark
F04_Session1_0159.wav|If you destroy confidence in banks, you do something to the economy, he said.
F04_Session1_0082.wav|corn
F04_Session1_0156.wav|cheer
F04_Session1_0135.wav|mut
F04_Session1_0184.wav|Two other cases also were under advisement.
F04_Session1_0101.wav|train
F04_Session1_0194.wav|fate
F04_Session1_0197.wav|input/images/story_starters_17.jpg
F04_Session1_0110.wav|warm
F04_Session1_0195.wav|were
F04_Session1_0007.wav|sheet
F04_Session1_0161.wav|tear
F04_Session1_0038.wav|She had your dark suit in greasy wash water all year.
F04_Session1_0104.wav|pat
F04_Session1_0070.wav|feed
F04_Session1_0177.wav|My sister made the flowered curtains.
F04_Session1_0158.wav|single
F04_Session1_0068.wav|warm
F04_Session1_0133.wav|Both figures would go higher in later years.
F04_Session1_0148.wav|I just try to do my best.
F04_Session1_0136.wav|troop
F04_Session1_0118.wav|feet
F04_Session1_0076.wav|jagged
F04_Session1_0117.wav|swore
F04_Session1_0041.wav|two
F04_Session1_0128.wav|sleep
F04_Session1_0105.wav|tear
F04_Session1_0146.wav|white
F04_Session1_0141.wav|hear
F04_Session1_0130.wav|You'd be better off taking a cold shower.
F04_Session1_0081.wav|rain
F04_Session1_0051.wav|park
F04_Session1_0010.wav|air
F04_Session1_0069.wav|input/images/kitchen.jpg
F04_Session1_0142.wav|pot
F04_Session1_0176.wav|root
F04_Session1_0190.wav|rock
F04_Session1_0062.wav|yes
F04_Session1_0127.wav|knew
F04_Session1_0125.wav|bat
F04_Session1_0189.wav|know
F04_Session1_0166.wav|The islands are sparsely populated.
F04_Session1_0116.wav|sip
F04_Session1_0021.wav|go
F04_Session1_0192.wav|toot
F04_Session1_0075.wav|floor
F04_Session1_0089.wav|double
F04_Session1_0022.wav|beat
F04_Session1_0052.wav|horn
F04_Session1_0080.wav|trouble
F04_Session1_0132.wav|sway
F04_Session1_0198.wav|Just one side got wet.
F04_Session1_0098.wav|for
F04_Session1_0109.wav|car
F04_Session1_0031.wav|chair
F04_Session1_0152.wav|droop
F04_Session1_0085.wav|feet
F04_Session1_0057.wav|the
F04_Session1_0106.wav|tear
F04_Session1_0181.wav|ate
F04_Session1_0061.wav|he slowly takes a short walk in the open air each day.
F04_Session1_0053.wav|storm
F04_Session1_0083.wav|right
F04_Session1_0042.wav|Don't ask me to carry an oily rag like that.
F04_Session1_0084.wav|know
F04_Session1_0138.wav|wish
F04_Session1_0009.wav|left
F04_Session1_0028.wav|store
F04_Session1_0087.wav|beta
F04_Session1_0174.wav|You're used to being on the field.
F04_Session1_0196.wav|we're
F04_Session1_0153.wav|group
F04_Session1_0199.wav|air
F04_Session1_0144.wav|slip
F04_Session1_0091.wav|Except in the winter when the ooze or snow or ice prevents,
F04_Session1_0163.wav|write
F04_Session1_0179.wav|pat
F04_Session1_0037.wav|weed
F04_Session1_0157.wav|thigh
F04_Session1_0167.wav|area
F04_Session1_0066.wav|read
F04_Session1_0073.wav|swarm
F04_Session1_0120.wav|A long, flowing beard clings to his chin,
F04_Session1_0055.wav|dark
F04_Session1_0134.wav|charlie
F04_Session1_0170.wav|select
F04_Session1_0074.wav|range
F04_Session1_0012.wav|born
F04_Session1_0171.wav|sweet
F04_Session1_0035.wav|tip
F04_Session1_0018.wav|storm
F04_Session1_0092.wav|Except in the winter when the ooze or snow or ice prevents,
F04_Session1_0154.wav|bad
F04_Session1_0026.wav|swarm
F04_Session1_0019.wav|rage
F04_Session1_0121.wav|down
F04_Session1_0164.wav|The train approached the depot slowly.
F04_Session1_0017.wav|sticks
F04_Session1_0043.wav|but he always answers, "Banana oil!"
F04_Session1_0169.wav|tile
F04_Session1_0188.wav|whoop
F04_Session1_0067.wav|Twice each day he plays skillfully and with zest upon our small organ.
F04_Session1_0112.wav|We have often urged him to walk more and smoke less,
F04_Session1_0173.wav|of
F04_Session1_0025.wav|he dressed himself in an ancient black frock coat
